ID;EDAD;RANGO_EDAD;SITUACION;ANTIGUEDAD;EDUCACION;ESTADO_CIVIL;INGRESO;CNT_PRESTAMOS;DESTINO;CATEGORIA;COMPORTAMIENTO
1064735;37;joven-adulto;dependiente;15;secundaria;casado;33150000;4;vivienda;A;bueno
1737569;64;mayor;dependiente;10;primaria;casado;12400000;2;capital de trabajo;C;malo
2933019;44;adulto;independiente;2;terciaria;casado;25250000;2;vehiculo;A;bueno
1366342;31;joven-adulto;dependiente;5;primaria;casado;17450000;9;capital de trabajo;C;malo
1298325;47;adulto;dependiente;1;primaria;casado;14600000;8;vivienda;C;malo
2688207;23;joven;dependiente;2;secundaria;casado;30350000;7;otros;B;bueno
3010933;27;joven;dependiente;10;terciaria;casado;39450000;4;consumo;A;bueno
1869952;57;mayor;dependiente;4;secundaria;soltero;23750000;2;vehiculo;C;malo
1088980;25;joven;dependiente;14;primaria;casado;13200000;8;vivienda;C;malo
1074294;61;mayor;dependiente;5;primaria;casado;32750000;2;vivienda;B;bueno
1170641;50;adulto;independiente;8;secundaria;soltero;19050000;8;vivienda;C;malo
2153369;24;joven;dependiente;11;secundaria;casado;23250000;7;consumo;A;bueno
1363999;23;joven;dependiente;13;secundaria;casado;11450000;8;vivienda;C;malo
1271116;38;joven-adulto;independiente;11;terciaria;casado;11300000;1;capital de trabajo;A;bueno
2053701;21;joven;dependiente;13;secundaria;casado;33750000;6;consumo;A;bueno
1299681;24;joven;independiente;12;primaria;casado;10600000;3;capital de trabajo;C;malo
1585618;39;joven-adulto;independiente;4;primaria;soltero;32450000;9;otros;B;bueno
1470833;37;joven-adulto;independiente;13;secundaria;soltero;36950000;7;vivienda;B;bueno
2205083;28;joven-adulto;independiente;2;secundaria;soltero;35650000;9;vehiculo;B;bueno
1309894;41;adulto;dependiente;10;secundaria;soltero;17450000;6;vivienda;A;bueno
1585602;25;joven;dependiente;9;terciaria;casado;27950000;2;otros;A;bueno
2610457;22;joven;dependiente;3;secundaria;casado;13600000;1;otros;C;malo
1008783;64;mayor;independiente;3;primaria;soltero;14600000;7;otros;A;bueno
1585575;32;joven-adulto;dependiente;10;secundaria;soltero;11100000;3;capital de trabajo;A;bueno
3336102;37;joven-adulto;dependiente;1;terciaria;casado;27050000;9;vivienda;B;bueno
2621299;20;joven;independiente;9;secundaria;soltero;15050000;3;otros;C;malo
2277575;27;joven;dependiente;14;primaria;casado;15150000;7;otros;B;bueno
2952170;48;adulto;independiente;3;terciaria;casado;16050000;5;vivienda;A;bueno
2130366;51;adulto;independiente;1;primaria;soltero;11800000;2;vivienda;C;malo
1893844;47;adulto;independiente;13;primaria;soltero;19150000;4;consumo;B;malo
1545434;26;joven;independiente;3;primaria;soltero;34850000;2;otros;A;bueno
2410926;41;adulto;independiente;9;primaria;casado;2500000;9;capital de trabajo;A;bueno
1309857;35;joven-adulto;independiente;13;terciaria;soltero;11100000;5;vivienda;A;bueno
2205320;61;mayor;independiente;5;terciaria;casado;2900000;1;vivienda;C;bueno
1420670;54;adulto;independiente;13;terciaria;soltero;13850000;4;otros;C;malo
1040464;20;joven;independiente;6;terciaria;soltero;17050000;3;consumo;B;malo
1500440;63;mayor;independiente;11;primaria;casado;15250000;2;vehiculo;B;malo
2377692;20;joven;independiente;14;primaria;soltero;37250000;1;capital de trabajo;A;bueno
2391331;24;joven;independiente;4;primaria;soltero;37450000;7;otros;B;bueno
2411235;64;mayor;independiente;2;terciaria;soltero;18450000;5;capital de trabajo;B;bueno
2569750;34;joven-adulto;independiente;1;terciaria;casado;4600000;3;vehiculo;A;malo
2683322;25;joven;independiente;6;primaria;soltero;7200000;3;otros;C;malo
2118963;31;joven-adulto;independiente;6;terciaria;casado;31150000;7;otros;B;bueno
1475587;42;adulto;independiente;8;terciaria;casado;20550000;5;otros;B;bueno
2051354;59;mayor;independiente;1;secundaria;casado;11950000;4;capital de trabajo;C;malo
2527610;38;joven-adulto;independiente;10;secundaria;casado;16750000;1;otros;C;malo
1034507;43;adulto;independiente;8;primaria;soltero;19350000;8;consumo;A;malo
1220964;20;joven;independiente;12;terciaria;casado;19250000;8;vivienda;B;bueno
2051297;61;mayor;independiente;1;secundaria;soltero;22250000;8;capital de trabajo;A;malo
2091487;20;joven;independiente;6;terciaria;soltero;25750000;3;otros;A;bueno
1729843;23;joven;independiente;5;secundaria;casado;33950000;4;vehiculo;A;bueno
1082280;18;joven;independiente;14;terciaria;soltero;15750000;3;vehiculo;B;malo
1240645;27;joven;independiente;8;primaria;casado;14600000;7;consumo;A;bueno
1173477;29;joven-adulto;independiente;1;primaria;casado;10700000;3;vehiculo;C;malo
1278173;23;joven;independiente;15;terciaria;soltero;14150000;2;consumo;B;malo
2417219;37;joven-adulto;independiente;12;primaria;soltero;27250000;8;otros;B;bueno
1756512;61;mayor;independiente;9;primaria;soltero;18850000;6;otros;B;bueno
1981411;30;joven-adulto;independiente;15;secundaria;casado;5200000;6;capital de trabajo;A;bueno
2477857;57;mayor;independiente;4;primaria;soltero;9300000;3;consumo;C;bueno
2340875;19;joven;independiente;13;secundaria;soltero;4800000;7;vivienda;A;bueno
1159775;42;adulto;independiente;5;primaria;soltero;15650000;5;otros;B;bueno
2817741;60;mayor;independiente;3;terciaria;casado;17350000;8;otros;B;bueno
1206889;53;adulto;independiente;1;terciaria;casado;13550000;3;vehiculo;C;malo
1304353;46;adulto;independiente;1;primaria;soltero;28950000;2;capital de trabajo;B;bueno
2825183;28;joven-adulto;independiente;9;terciaria;soltero;13100000;1;consumo;C;malo
3294584;36;joven-adulto;independiente;12;primaria;soltero;15350000;3;vivienda;A;bueno
2249951;43;adulto;independiente;2;secundaria;soltero;32050000;8;vivienda;B;bueno
2857846;36;joven-adulto;independiente;1;terciaria;casado;19050000;3;otros;A;bueno
2572838;22;joven;independiente;1;primaria;soltero;29850000;6;consumo;A;malo
1556245;25;joven;independiente;12;secundaria;soltero;31150000;3;consumo;B;bueno
1755750;43;adulto;independiente;7;secundaria;casado;8100000;2;consumo;C;bueno
2817744;24;joven;independiente;4;primaria;casado;15550000;3;consumo;B;malo
3469385;59;mayor;independiente;4;secundaria;soltero;28450000;2;vivienda;A;bueno
1606232;48;adulto;independiente;10;terciaria;casado;8600000;1;otros;B;bueno
1082937;65;mayor;independiente;10;secundaria;soltero;30050000;7;capital de trabajo;A;bueno
2405062;23;joven;independiente;2;terciaria;soltero;27850000;1;vivienda;A;bueno
2567481;19;joven;independiente;9;terciaria;casado;21250000;2;consumo;B;malo
2199182;24;joven;independiente;6;secundaria;soltero;10700000;9;consumo;A;bueno
1971814;28;joven-adulto;independiente;2;terciaria;soltero;14900000;9;capital de trabajo;C;malo
1505488;37;joven-adulto;independiente;12;primaria;casado;2300000;1;vehiculo;B;malo
1041137;58;mayor;independiente;5;secundaria;soltero;28850000;9;vivienda;B;bueno
2233332;55;adulto;independiente;2;terciaria;casado;3200000;9;consumo;C;bueno
1518538;33;joven-adulto;independiente;10;primaria;soltero;11200000;7;vivienda;C;malo
2445652;34;joven-adulto;independiente;10;secundaria;soltero;20150000;3;otros;C;malo
1869715;32;joven-adulto;independiente;3;primaria;casado;36750000;1;capital de trabajo;A;bueno
2462866;24;joven;independiente;11;terciaria;soltero;30650000;8;consumo;C;malo
6532460;38;joven-adulto;independiente;11;secundaria;casado;28050000;3;capital de trabajo;B;bueno
1704465;52;adulto;independiente;13;terciaria;soltero;31250000;8;otros;A;bueno
3586260;39;joven-adulto;independiente;10;secundaria;soltero;37050000;4;vivienda;A;bueno
7134182;27;joven;independiente;2;secundaria;casado;14750000;5;otros;A;bueno
1615076;49;adulto;independiente;10;terciaria;soltero;31450000;3;capital de trabajo;A;bueno
2486506;56;mayor;independiente;13;secundaria;casado;17850000;2;vehiculo;C;malo
2420697;43;adulto;independiente;15;secundaria;casado;9300000;7;vivienda;B;bueno
2879303;45;adulto;independiente;11;terciaria;soltero;12400000;8;capital de trabajo;C;malo
4342206;35;joven-adulto;independiente;3;terciaria;soltero;17650000;3;vivienda;A;bueno
2248771;54;adulto;independiente;8;terciaria;casado;25550000;4;vivienda;C;bueno
2486486;61;mayor;independiente;15;secundaria;casado;10500000;7;capital de trabajo;C;bueno
4037272;42;adulto;independiente;5;terciaria;casado;15050000;7;vehiculo;B;malo
5354551;64;mayor;independiente;6;terciaria;casado;13900000;8;vehiculo;A;bueno
3907220;45;adulto;independiente;4;primaria;casado;2400000;7;vivienda;C;malo
2607802;39;joven-adulto;independiente;6;primaria;casado;34950000;9;capital de trabajo;B;bueno
1776184;57;mayor;independiente;6;secundaria;casado;35550000;2;vehiculo;C;bueno
1566334;49;adulto;independiente;6;primaria;soltero;27450000;4;capital de trabajo;A;bueno
1045318;47;adulto;independiente;7;secundaria;casado;14150000;6;capital de trabajo;C;malo
1030777;58;mayor;independiente;4;secundaria;soltero;25050000;6;otros;A;bueno
3859296;21;joven;independiente;8;terciaria;casado;21250000;6;otros;B;bueno
6207007;49;adulto;independiente;12;secundaria;casado;38950000;6;vivienda;C;malo
7409319;24;joven;independiente;5;terciaria;soltero;21250000;8;capital de trabajo;C;malo
2462893;30;joven-adulto;independiente;5;terciaria;soltero;29050000;3;vehiculo;B;bueno
4903061;58;mayor;independiente;15;primaria;soltero;21050000;3;otros;B;bueno
1596510;39;joven-adulto;independiente;2;primaria;casado;12700000;2;vehiculo;B;malo
2311523;24;joven;independiente;2;terciaria;soltero;13250000;4;capital de trabajo;C;malo
2968823;55;adulto;independiente;10;terciaria;soltero;37550000;5;capital de trabajo;A;bueno
6264008;27;joven;independiente;2;secundaria;casado;2100000;8;vehiculo;C;malo
2248776;44;adulto;independiente;15;terciaria;casado;15000000;4;vivienda;A;bueno
3712572;55;adulto;independiente;12;secundaria;soltero;12350000;1;vivienda;C;malo
2450151;23;joven;independiente;6;secundaria;casado;26050000;8;vehiculo;B;bueno
3031851;28;joven-adulto;independiente;6;secundaria;casado;37850000;5;consumo;A;bueno
4261804;23;joven;independiente;15;terciaria;casado;8400000;1;consumo;C;malo
1955444;62;mayor;independiente;4;secundaria;casado;22250000;4;capital de trabajo;B;bueno
2340591;18;joven;independiente;15;terciaria;casado;32950000;9;otros;C;malo
2485754;50;adulto;independiente;3;terciaria;casado;31550000;7;vehiculo;C;malo
2179725;43;adulto;independiente;13;primaria;soltero;18450000;8;otros;B;bueno
4924618;23;joven;independiente;11;secundaria;soltero;4500000;4;capital de trabajo;A;malo
1286061;50;adulto;independiente;12;secundaria;casado;2600000;7;otros;B;bueno
4967556;39;joven-adulto;independiente;7;secundaria;casado;5600000;1;capital de trabajo;A;bueno
3181980;59;mayor;independiente;13;terciaria;casado;34850000;4;otros;C;malo
1853927;35;joven-adulto;independiente;3;terciaria;soltero;36450000;6;consumo;B;bueno
1571626;38;joven-adulto;independiente;13;primaria;casado;7700000;6;otros;A;bueno
2416408;53;adulto;independiente;6;terciaria;soltero;13000000;2;otros;A;bueno
2886521;49;adulto;independiente;15;primaria;soltero;9600000;6;vehiculo;B;malo
6081535;61;mayor;independiente;7;terciaria;casado;23550000;4;vehiculo;C;malo
6085809;24;joven;independiente;12;secundaria;soltero;27450000;4;otros;A;bueno
6645311;41;adulto;independiente;7;terciaria;casado;12550000;9;otros;B;bueno
5434384;41;adulto;independiente;4;terciaria;soltero;23450000;2;capital de trabajo;B;bueno
3986563;38;joven-adulto;independiente;12;secundaria;casado;26150000;4;vehiculo;B;bueno
6293333;63;mayor;independiente;3;primaria;soltero;35750000;4;vehiculo;A;bueno
6155792;44;adulto;independiente;14;terciaria;casado;14400000;5;consumo;B;malo
2366950;49;adulto;independiente;3;secundaria;soltero;32350000;6;capital de trabajo;B;bueno
1779084;46;adulto;independiente;4;terciaria;soltero;25750000;1;capital de trabajo;B;malo
2345701;22;joven;independiente;10;primaria;casado;25950000;4;vivienda;A;bueno
2284080;21;joven;independiente;1;primaria;casado;24050000;7;capital de trabajo;A;bueno
3304026;33;joven-adulto;independiente;11;primaria;soltero;6900000;2;vivienda;B;bueno
2096638;55;adulto;independiente;8;terciaria;soltero;13800000;4;vivienda;A;bueno
3342463;44;adulto;independiente;5;secundaria;soltero;6400000;6;otros;A;bueno
1351708;37;joven-adulto;independiente;13;primaria;soltero;21450000;4;vivienda;A;malo
1704626;27;joven;independiente;7;secundaria;casado;8100000;1;otros;C;malo
1099458;40;joven-adulto;independiente;3;secundaria;soltero;32850000;9;capital de trabajo;C;malo
1655068;38;joven-adulto;independiente;14;terciaria;casado;38550000;6;vehiculo;A;bueno
1556134;42;adulto;independiente;15;secundaria;soltero;11300000;7;vivienda;B;malo
3898759;60;mayor;independiente;13;secundaria;soltero;23250000;2;vehiculo;A;bueno
3270909;62;mayor;independiente;5;primaria;soltero;27350000;5;otros;A;bueno
1566350;51;adulto;independiente;10;primaria;soltero;15150000;9;capital de trabajo;B;bueno
4276274;35;joven-adulto;independiente;4;terciaria;casado;32250000;5;otros;C;malo
2394623;52;adulto;independiente;2;secundaria;soltero;9300000;8;vehiculo;A;malo
1408250;50;adulto;independiente;2;primaria;soltero;2200000;3;vivienda;B;bueno
6110254;63;mayor;independiente;10;primaria;casado;13250000;5;capital de trabajo;A;bueno
2096055;57;mayor;independiente;14;secundaria;soltero;35450000;2;capital de trabajo;A;bueno
1400038;31;joven-adulto;independiente;6;terciaria;casado;35050000;2;otros;C;malo
2611724;18;joven;independiente;7;terciaria;casado;14450000;8;consumo;C;malo
2161272;58;mayor;independiente;3;primaria;casado;37050000;1;otros;A;bueno
1612620;28;joven-adulto;independiente;7;primaria;soltero;32150000;1;otros;C;malo
1948950;34;joven-adulto;independiente;9;primaria;casado;6600000;9;consumo;B;bueno
2262007;46;adulto;independiente;9;primaria;casado;34550000;4;otros;B;bueno
2284583;55;adulto;independiente;14;primaria;casado;32650000;7;consumo;C;bueno
2301172;57;mayor;independiente;10;primaria;casado;22950000;3;vehiculo;C;malo
2285694;41;adulto;independiente;10;secundaria;casado;22850000;2;capital de trabajo;B;bueno
2517517;31;joven-adulto;independiente;1;terciaria;soltero;8300000;7;vehiculo;A;malo
2339995;43;adulto;independiente;1;terciaria;casado;37350000;3;vivienda;C;malo
1599457;28;joven-adulto;independiente;8;secundaria;soltero;3300000;6;consumo;C;malo
6952198;55;adulto;independiente;3;terciaria;casado;13550000;9;otros;C;malo
3263543;39;joven-adulto;independiente;4;primaria;casado;5500000;3;otros;C;bueno
1907529;24;joven;independiente;9;primaria;soltero;14900000;2;consumo;C;malo
1525702;58;mayor;independiente;10;terciaria;soltero;20250000;9;capital de trabajo;A;bueno
1631653;18;joven;independiente;5;primaria;soltero;11800000;4;vehiculo;A;bueno
3962322;56;mayor;independiente;11;primaria;casado;19550000;6;vehiculo;C;bueno
2518328;37;joven-adulto;independiente;15;secundaria;soltero;25550000;6;capital de trabajo;B;bueno
3523167;45;adulto;independiente;15;secundaria;casado;13250000;8;consumo;B;malo
4313446;35;joven-adulto;independiente;6;secundaria;casado;2900000;7;vehiculo;C;malo
1556360;48;adulto;independiente;9;secundaria;soltero;37850000;6;vivienda;B;bueno
2285635;30;joven-adulto;independiente;5;secundaria;soltero;13250000;5;vehiculo;B;malo
1525692;59;mayor;independiente;1;terciaria;casado;36450000;2;otros;A;bueno
4063502;53;adulto;independiente;3;secundaria;casado;8600000;2;otros;B;bueno
1741238;62;mayor;independiente;11;terciaria;soltero;5000000;3;vivienda;A;bueno
5492959;42;adulto;independiente;5;secundaria;soltero;28350000;2;vivienda;B;bueno
3795662;21;joven;independiente;15;terciaria;casado;19650000;8;capital de trabajo;B;malo
3826298;32;joven-adulto;independiente;13;terciaria;casado;13300000;5;otros;C;malo
2943592;61;mayor;independiente;7;terciaria;soltero;32350000;7;capital de trabajo;C;bueno
3602440;24;joven;independiente;15;secundaria;casado;16950000;3;vehiculo;B;malo
2531495;20;joven;independiente;15;secundaria;casado;40750000;1;vehiculo;B;bueno
3011494;64;mayor;independiente;2;secundaria;soltero;30550000;3;otros;C;bueno
1749775;28;joven-adulto;independiente;4;primaria;soltero;10000000;3;capital de trabajo;C;malo
6780906;31;joven-adulto;independiente;11;terciaria;soltero;23750000;5;otros;A;bueno
4109731;41;adulto;independiente;2;terciaria;soltero;36150000;1;otros;C;malo
1556164;26;joven;independiente;3;secundaria;soltero;17750000;1;capital de trabajo;B;bueno
2489361;23;joven;independiente;1;primaria;casado;5500000;4;consumo;C;malo
4250532;20;joven;independiente;1;terciaria;casado;14300000;5;capital de trabajo;C;malo
4620116;22;joven;independiente;7;secundaria;soltero;12800000;8;consumo;C;malo
2992027;43;adulto;independiente;7;primaria;soltero;2500000;2;vehiculo;C;malo
7216672;64;mayor;independiente;13;secundaria;casado;31050000;4;vehiculo;B;bueno
1229182;19;joven;independiente;11;secundaria;soltero;36850000;7;capital de trabajo;C;malo
1669301;37;joven-adulto;independiente;13;secundaria;casado;6700000;2;consumo;B;bueno
1607331;41;adulto;independiente;10;secundaria;casado;19250000;9;vivienda;C;malo
2117397;26;joven;independiente;15;terciaria;casado;34450000;1;capital de trabajo;A;bueno
1646441;40;joven-adulto;independiente;12;secundaria;soltero;37650000;8;consumo;A;bueno
2313860;33;joven-adulto;independiente;1;terciaria;soltero;33150000;6;otros;C;bueno
2285568;60;mayor;independiente;6;secundaria;casado;32550000;6;consumo;B;bueno
2656767;52;adulto;independiente;15;primaria;casado;5800000;8;capital de trabajo;A;bueno
1918704;28;joven-adulto;independiente;8;primaria;soltero;23550000;4;otros;A;bueno
3292976;54;adulto;independiente;13;secundaria;casado;11200000;9;capital de trabajo;B;bueno
2876756;60;mayor;independiente;3;primaria;casado;23650000;1;capital de trabajo;B;bueno
2120177;60;mayor;independiente;4;primaria;soltero;18450000;4;vehiculo;A;bueno
1834393;51;adulto;independiente;3;primaria;casado;23950000;1;vehiculo;B;bueno
2370098;31;joven-adulto;independiente;9;terciaria;casado;28350000;5;vehiculo;B;bueno
1319445;39;joven-adulto;independiente;8;secundaria;soltero;24650000;3;vivienda;C;malo
2563903;20;joven;independiente;8;primaria;soltero;31650000;2;otros;B;bueno
1103303;44;adulto;independiente;15;primaria;casado;32350000;3;capital de trabajo;A;bueno
2899915;42;adulto;independiente;15;terciaria;casado;31350000;2;otros;C;malo
1327530;19;joven;independiente;14;primaria;soltero;25450000;7;otros;C;malo
2924977;47;adulto;independiente;9;primaria;soltero;3100000;1;vivienda;C;malo
5065416;64;mayor;independiente;2;terciaria;soltero;19550000;3;otros;C;malo
1664868;22;joven;independiente;1;secundaria;soltero;27850000;9;vehiculo;A;malo
1104654;31;joven-adulto;independiente;10;secundaria;soltero;18850000;6;vehiculo;B;malo
2448921;64;mayor;independiente;4;terciaria;casado;38450000;9;otros;B;bueno
1459463;38;joven-adulto;independiente;12;terciaria;soltero;35750000;8;capital de trabajo;C;bueno
3992211;51;adulto;independiente;11;terciaria;casado;34650000;9;capital de trabajo;B;bueno
1403774;58;mayor;independiente;9;terciaria;casado;20850000;6;capital de trabajo;A;bueno
1776184;61;mayor;independiente;13;primaria;casado;28650000;2;otros;C;malo
3975262;32;joven-adulto;independiente;12;terciaria;soltero;23050000;2;capital de trabajo;B;bueno
2518752;23;joven;independiente;15;terciaria;soltero;14750000;3;otros;A;bueno
2629437;47;adulto;independiente;10;secundaria;soltero;27350000;7;otros;C;malo
3029660;49;adulto;independiente;13;primaria;casado;14550000;2;otros;B;bueno
3185965;56;mayor;independiente;7;secundaria;casado;25350000;1;vehiculo;B;bueno
3179473;56;mayor;independiente;14;primaria;soltero;6300000;9;vivienda;B;bueno
4317236;39;joven-adulto;independiente;11;secundaria;casado;20450000;2;otros;B;bueno
1492394;63;mayor;independiente;10;terciaria;casado;22050000;9;vehiculo;C;bueno
1410084;48;adulto;independiente;13;terciaria;casado;39650000;6;consumo;A;bueno
1424396;47;adulto;independiente;14;primaria;casado;4900000;1;capital de trabajo;C;malo
3392849;58;mayor;independiente;15;secundaria;soltero;23350000;3;vehiculo;C;bueno
3012749;26;joven;independiente;9;primaria;casado;29250000;7;vehiculo;A;bueno
1661889;35;joven-adulto;independiente;2;primaria;casado;38850000;5;vivienda;A;bueno
1306072;38;joven-adulto;independiente;12;primaria;soltero;40550000;6;capital de trabajo;B;bueno
1202503;33;joven-adulto;independiente;11;secundaria;soltero;13500000;6;vehiculo;B;malo
2846567;30;joven-adulto;independiente;7;primaria;casado;25450000;4;vehiculo;C;malo
1301258;43;adulto;independiente;1;terciaria;casado;13500000;4;capital de trabajo;C;malo
1024172;44;adulto;independiente;7;secundaria;casado;14400000;6;vivienda;B;bueno
1738976;59;mayor;independiente;4;primaria;soltero;25050000;9;otros;C;bueno
1206105;63;mayor;independiente;5;primaria;soltero;29350000;3;consumo;B;bueno
1235908;58;mayor;independiente;10;terciaria;soltero;32950000;2;consumo;C;bueno
1109134;50;adulto;independiente;11;terciaria;casado;4600000;8;capital de trabajo;C;malo
2658351;22;joven;independiente;1;terciaria;soltero;19850000;8;otros;B;malo
1409889;39;joven-adulto;independiente;6;terciaria;soltero;10900000;5;consumo;C;malo
1584858;28;joven-adulto;independiente;5;secundaria;soltero;7300000;9;capital de trabajo;A;bueno
3991131;27;joven;independiente;6;primaria;soltero;6300000;1;capital de trabajo;C;malo
1185710;34;joven-adulto;independiente;6;primaria;casado;10900000;8;capital de trabajo;C;malo
3017799;64;mayor;independiente;9;terciaria;casado;38450000;6;vehiculo;A;bueno
3911945;65;mayor;independiente;3;secundaria;casado;15750000;3;otros;A;bueno
1006574;23;joven;independiente;11;secundaria;casado;11800000;7;consumo;B;malo
3265799;62;mayor;independiente;3;primaria;casado;6900000;5;consumo;A;bueno
3006418;44;adulto;independiente;11;primaria;casado;34450000;8;otros;B;bueno
2236420;51;adulto;independiente;2;primaria;soltero;12950000;1;vivienda;C;malo
4044799;29;joven-adulto;independiente;4;terciaria;soltero;20150000;1;vivienda;B;bueno
2150063;51;adulto;independiente;3;secundaria;soltero;9500000;6;consumo;B;bueno
5198476;64;mayor;independiente;5;secundaria;casado;40550000;2;capital de trabajo;B;bueno
1611345;23;joven;independiente;15;secundaria;casado;19450000;2;vehiculo;B;malo
2636784;56;mayor;independiente;13;terciaria;soltero;31350000;5;vehiculo;B;bueno
7229455;24;joven;independiente;4;secundaria;casado;39550000;8;capital de trabajo;A;bueno
2121981;51;adulto;independiente;7;primaria;soltero;12400000;3;capital de trabajo;B;bueno
2083735;25;joven;independiente;11;secundaria;casado;10000000;3;vehiculo;B;malo
2563197;47;adulto;independiente;12;secundaria;soltero;17650000;9;vehiculo;A;bueno
1499028;29;joven-adulto;independiente;6;primaria;soltero;29350000;3;consumo;B;bueno
1702679;37;joven-adulto;independiente;6;secundaria;casado;24550000;5;vehiculo;A;bueno
2859691;38;joven-adulto;independiente;1;terciaria;casado;19850000;5;consumo;A;bueno
1920802;38;joven-adulto;independiente;1;secundaria;soltero;23950000;4;otros;A;bueno
1201280;40;joven-adulto;independiente;13;secundaria;casado;16250000;7;vehiculo;C;malo
1751395;23;joven;independiente;7;primaria;soltero;9400000;7;vehiculo;B;malo
1427680;51;adulto;independiente;4;terciaria;casado;12350000;9;consumo;A;bueno
2004942;24;joven;independiente;4;terciaria;soltero;11650000;7;capital de trabajo;A;bueno
4360855;21;joven;independiente;11;primaria;soltero;12750000;8;capital de trabajo;A;bueno
1933943;22;joven;independiente;6;secundaria;soltero;29450000;5;capital de trabajo;A;malo
1761229;61;mayor;independiente;1;secundaria;casado;23350000;4;capital de trabajo;B;bueno
2254266;23;joven;independiente;14;secundaria;soltero;13600000;2;capital de trabajo;A;bueno
1131280;19;joven;independiente;11;secundaria;casado;24650000;9;otros;A;malo
2223376;54;adulto;independiente;12;primaria;soltero;14750000;4;vehiculo;B;malo
1096282;33;joven-adulto;independiente;15;terciaria;soltero;11050000;4;consumo;B;bueno
3332509;62;mayor;independiente;14;terciaria;soltero;33850000;1;vivienda;C;bueno
4957050;37;joven-adulto;independiente;13;primaria;soltero;22150000;8;vehiculo;A;bueno
1310568;55;adulto;independiente;1;primaria;casado;13750000;7;capital de trabajo;A;bueno
1396096;62;mayor;independiente;5;secundaria;soltero;32950000;7;consumo;B;bueno
1629468;36;joven-adulto;independiente;9;terciaria;soltero;35250000;5;consumo;A;bueno
3536312;38;joven-adulto;independiente;14;secundaria;casado;27250000;7;vivienda;A;bueno
1943526;64;mayor;independiente;10;primaria;soltero;35950000;7;otros;B;bueno
2065334;39;joven-adulto;independiente;11;terciaria;casado;6400000;5;capital de trabajo;B;bueno
2033204;19;joven;independiente;2;terciaria;soltero;37750000;2;otros;B;bueno
5731765;38;joven-adulto;independiente;10;secundaria;soltero;32750000;4;vivienda;C;malo
1468510;26;joven;independiente;7;terciaria;casado;25050000;6;vivienda;A;bueno
1393930;56;mayor;independiente;10;terciaria;casado;22050000;1;consumo;A;bueno
1984171;32;joven-adulto;independiente;9;secundaria;casado;33450000;6;consumo;A;bueno
1473253;42;adulto;independiente;11;terciaria;soltero;12350000;4;otros;A;bueno
2448343;50;adulto;independiente;15;terciaria;casado;29450000;2;capital de trabajo;A;bueno
2215412;41;adulto;independiente;14;primaria;soltero;18450000;9;consumo;B;malo
4025924;34;joven-adulto;independiente;14;terciaria;casado;10700000;3;vehiculo;B;malo
1422746;61;mayor;independiente;10;secundaria;casado;32950000;7;otros;C;malo
1044819;32;joven-adulto;independiente;11;primaria;soltero;8600000;5;otros;B;malo
1245176;31;joven-adulto;independiente;8;secundaria;soltero;12850000;2;vehiculo;C;malo
2081135;51;adulto;independiente;2;terciaria;soltero;7700000;7;vivienda;B;malo
2825211;60;mayor;independiente;12;terciaria;casado;12500000;7;vehiculo;C;malo
3049799;18;joven;independiente;10;secundaria;casado;13250000;6;consumo;C;malo
1529833;41;adulto;independiente;5;primaria;soltero;26950000;9;otros;C;malo
1716021;51;adulto;independiente;15;secundaria;soltero;8400000;4;vivienda;C;malo
1855002;31;joven-adulto;independiente;8;terciaria;soltero;4300000;6;vehiculo;B;malo
1808615;21;joven;independiente;13;primaria;casado;4800000;4;consumo;B;bueno
2676888;63;mayor;independiente;14;terciaria;soltero;13250000;4;otros;A;bueno
2646012;57;mayor;independiente;11;terciaria;casado;17650000;3;consumo;B;malo
1640442;63;mayor;independiente;8;terciaria;casado;13900000;8;consumo;B;malo
2859009;37;joven-adulto;independiente;8;secundaria;casado;11350000;9;otros;A;bueno
2593587;26;joven;independiente;2;secundaria;soltero;25250000;4;consumo;C;malo
1005780;61;mayor;independiente;14;terciaria;casado;20250000;1;vivienda;B;bueno
2307912;63;mayor;independiente;13;terciaria;soltero;13500000;8;otros;C;malo
5703194;61;mayor;independiente;11;secundaria;casado;13350000;1;vehiculo;C;malo
1638928;21;joven;independiente;8;primaria;casado;27950000;1;vehiculo;A;malo
3192488;30;joven-adulto;independiente;6;primaria;soltero;3400000;7;consumo;C;bueno
1110112;61;mayor;independiente;3;primaria;soltero;9700000;4;consumo;B;bueno
3888329;33;joven-adulto;independiente;7;secundaria;soltero;12400000;9;otros;C;malo
2985054;30;joven-adulto;independiente;13;terciaria;casado;27650000;7;otros;C;bueno
1156519;49;adulto;independiente;12;terciaria;casado;13350000;1;capital de trabajo;C;malo
1076863;31;joven-adulto;independiente;15;terciaria;casado;2500000;4;vivienda;C;bueno
1164393;42;adulto;independiente;4;secundaria;casado;11600000;9;vehiculo;C;malo
3339329;25;joven;independiente;8;primaria;soltero;3800000;9;otros;A;malo
1271460;46;adulto;independiente;8;terciaria;soltero;22250000;5;otros;A;bueno
1520691;35;joven-adulto;independiente;5;terciaria;casado;20850000;1;consumo;C;bueno
1076815;22;joven;independiente;9;terciaria;casado;24450000;2;capital de trabajo;A;bueno
2225667;65;mayor;independiente;10;secundaria;soltero;21450000;6;otros;B;bueno
